name,tipo,centralidad_grado,centralidad_eigen,centralidad_intermediacion,centralidad_cercania,componente
"[a favor] que cumpla a los ejidatarios el convenio de arrendamiento firmado por ambas partes en 2008, mismo que con altanería y soberbia la empresa se ha negado a cumplir",demanda,1,1.20696609983223E-05,0,254.1134920635,2
[a favor] que el gobernador rafael moreno valle rosas deje el cargo y sea sometido a juicio político,demanda,1,7.1439384014777E-05,0,268.7904761905,2
[a favor] que el gobierno del estado pague un adeudo de 570 millones de pesos a la dirección de pensiones de michoacán,demanda,1,0.0003707787,0,281.4507936508,2
"[a favor] que el gobierno de méxico rompa relaciones diplomáticas y comerciales con israel, incluyendo la suspensión de suministro de petróleo mexicano",demanda,1,3.37358555405897E-05,0,283.2293650794,2
"[a favor] que el gobierno estatal siga pagando la nómina a los 81 mil trabajadores, y no la federación",demanda,1,0.0003338941,0,285.1777777778,2
[a favor] que el gobierno mexicano las apoye para encontrar a sus familiares desaparecidos en nuestro país,demanda,1,1.89875139232494E-18,0,7.8333333333,6
"[a favor] que el presidente municipal, belén arturo hernández, cumpla obras que prometió y más vigilancia policiaca",demanda,1,6.59521424178042E-06,0,270.1373015873,2
"[a favor] que gobiernos federal, estatal de durango y municipal de bermejillo retiren de inmediato la turba de golpeadores y obliguen a la empresa a negociar la solución del conflicto",demanda,1,1.2069660998323E-05,0,254.1134920635,2
[a favor] que la cámara de diputados del congreso federal autorice un presupuesto etiquetado para ser administrado por su instancia de representación regional para el ejercicio fiscal 2012,demanda,1,7.33236176424551E-06,0,275.2011904762,2
[a favor] que las autoridades cumplan con su deber de investigar todos los casos de desaparición forzada que existen en el país,demanda,1,2.36790367198949E-06,0,230.8873015873,2
"[a favor] que la sociedad se de cuenta de la magnitud del problema, pues la desaparicion de personas no se da solamente por agentes del estado, sino tambien por particulares",demanda,1,9.95156337432904E-06,0,253.0583333333,2
[a favor] que los liquiden conforme a la ley,demanda,1,3.37715029547437E-06,0,259.5507936508,2
[a favor] que presidente enrique peña nieto nombre al nuevo equipo técnico que va a realizar las investigaciones del caso,demanda,1,0.0003812877,0,315.1416666667,2
"[a favor] que regrese el manejo de la nómina magisterial a las entidades federativas, porque actualmente cada mes se registran retrasos en los pagos y en ocasiones están incompletos",demanda,1,3.21517056061191E-06,0,216.9335497836,2
[a favor] que reinstale mesa de diálogo,demanda,1,0.002368223,0,307.8408730159,2
[a favor] queremos un compromiso serio de que efectivamente este esfuerzo de consulta a miles de maestros será escuchado; que la sg entregue los resolutivos alcanzados a los integrantes del pacto por méxico y a los legisladores,demanda,1,0.0005694371,0,282.2305555556,2
"[a favor] que se aclare el asesinato de los activistas ismael solorio urrutia y manuela martha solís contreras, resultado de la lucha que emprendieron en contra de la empresa mag silver, instalada en el ejido de benito juárez, municipio de buenaventura, chihuahua",demanda,1,9.42253619908154E-06,0,278.5607142857,2
[a favor] que se agilice el pago de nuestros salarios,demanda,1,0.0017915001,0,311.9968253968,2
"[a favor] que se aplique el artículo primero de la constitución con la reforma de 2011 y el artículo 13 de la constitución poblana, donde las comunidades indígenas son reconocidas como sujetos de derecho",demanda,1,7.33236176424659E-06,0,275.2011904762,2
"[a favor] que se aplique todo el peso de la ley a josé luis abarca, ex alcalde de iguala, y su esposa, maría de los ángeles pineda, quienes ya fueron detenidos y acusados de ordenar los ataques a normalistas",demanda,1,0.0003792645,0,314.5916666667,2
"[a favor] que se cancelen las concesiones de minas en diversas comunidades de la snp y los citados proyectos hidroeléctricos y de ciudades rurales, que se diseñe y ejecute el programa regional de la snp",demanda,1,7.3323617642458E-06,0,275.2011904762,2
"[a favor] que secretario de gobernación, miguel ángel osorio chong, inicie un diálogo serio, sin intermediarios",demanda,1,9.1099318188325E-06,0,272.7444444444,2
[a favor] que se cumplan los convenios firmados con el gobierno en relación a la reforma educativa,demanda,1,0.0065119759,0,283.5607142857,2
[a favor] que se destinen mayores recursos a la educación pública superior y para que se creen más espacios para egresados del bachillerato,demanda,1,0.0003334851,0,282.3972222222,2
[a favor] que se eliminen ciertos descuentos que nos están aplicando de manera injustificada,demanda,1,0.0009652204,0,286.4321428571,2
[a favor] que se garantice la protección de la salud y la integridad física de los obreros,demanda,1,2.53840401982413E-18,0,2,18
"[a favor] que se instalen mesas con los gobernadores y procuradurías estatales involucradas: estado de méxico, oaxaca, zacatecas, puebla y guerrero, entre otras, de manera particular (reforma educativa)",demanda,1,0.0005694371,0,282.2305555556,2
"[a favor] que se juzgue a la falsa agente policiaca lucía sosa escamilla, detenida el pasado fin de semana, a quien acusaron de defraudarlos al prometerles que les devolvería a sus hijos a cambio de dinero",demanda,1,2.58087718567008E-18,0,2.5,8
[a favor] que se realicen acciones de vivienda rural por 100 millones de pesos,demanda,2,1.1305833497229E-05,0.1,263.4722222222,2
[a favor] que subsecretario de gobierno de la secretaría de gobernación (sg) que intervenga ante la cerrazón de la secretaría de economía para instalar una mesa de diálogo y negociación en torno a sus demandas,demanda,1,1.1139701956947E-05,0,279.5404761905,2
[a favor] que también se castigue a lucía sosa por daño moral,demanda,1,1.93366605275044E-18,0,2.5,8
[a favor] que una comisión de alto nivel del partido reciba a sus dirigentes,demanda,1,4.71048388007657E-06,0,258.6511904762,2
[a favor] reactivar la mesa de negociaciones para alcanzar una solución al conflicto,demanda,1,3.34937939872992E-05,0,279.7845238095,2
[a favor] reanudación de las negociaciones con los gobiernos estatales,demanda,1,0.0055939727,0,342.0908730159,2
[a favor] reapertura de los jucios contra el ex presidente luis echeverría álvarez por los crímenes del 2 de octubre de 1968 y la represión del 10 de junio de 1971,demanda,1,0.0002577851,0,319.1654761905,2
[a favor] reapertura de mexicana de aviación; facilitar que la aerolínea retome operaciones y garantice el retorno de rutas y slots,demanda,1,0.0001310984,0,295.7432539683,2
[a favor] rechazo al informe presidencial,demanda,1,0.0013292668,0,334.2761904762,2
"[a favor] reconocimiento como su dirigente a carlos sánchez, a quien eligieron hace casi dos meses",demanda,1,0.0012545777,0,304.0515873016,2
"[a favor] reconocimiento del contrato colectivo para su sindicato, así como habitantes de la región del río sonora afectados por la contaminación con 40 millones de litros de lixiviados de cobre",demanda,1,1.55699168435076E-18,0,2.5,12
[a favor] reconocimiento por la casa blanca de la independencia plena de puerto rico y que éste deje de ser un estado asociado de la unión americana,demanda,1,0.000000609,0,232.8781746032,2
[a favor] re-contratación de los maestros interinos,demanda,1,0.0002568114,0,264.7575396825,2
"[a favor] recordar a idalí juache laguna, una de las víctimas del arroyo del navajo, desaparecida el 27 de febrero de 2011, cuando tenía 19 años",demanda,1,1.10830637871765E-06,0,219.7976190476,2
[a favor] recuperación de las fuentes de empleo perdidas tras la extinción de luz y fuerza del centro,demanda,1,7.42103329044157E-05,0,291.7619047619,2
[a favor] recuperación del poder adquisitivo de los salarios,demanda,1,0.0002404768,0,317.0984126984,2
[a favor] recursos económicos y materiales para los planteles de educación básica de la demarcación,demanda,1,0.0002568114,0,264.7575396825,2
[a favor] recursos para el campo,demanda,3,3.98704661606634E-05,0.625,282.8305555556,2
"[a favor] rediseño de las políticas públicas al sector del campo, ya que sólo se beneficia a los monopolios agropecuarios",demanda,1,9.10993181883193E-06,0,272.7444444444,2
[a favor] reducir el alto costo del diésel y fertilizante,demanda,3,3.01491079532572E-05,0.5,279.694047619,2
"[a favor] reformar la ley para la prevención y el tratamiento de la obesidad para establecer como obligación la provisión gratuita de agua potable para beber en todas las escuelas; regular la publicidad de alimentos y bebidas no saludables dirigida a la infancia, y prohibir regalos y promociones en paquetes para niños",demanda,1,2.08886697009046E-06,0,256.2694444444,2
[a favor] reforzamiento de la infraestructura hidráulica en san andrés totoltepec,demanda,1,0.000003218,0,219.8902958153,2
"[a favor] registros nacional de víctimas de desaparición forzada, así como un banco de datos con información genética",demanda,1,0.000171338,0,304.8869047619,2
[a favor] regularización de la tenencia de tierras y solución de conflictos agrarios,demanda,1,3.05452362676781E-18,0,3.5,16
[a favor] regularización de maestros,demanda,2,0.0010858766,0.1964285714,320.8785714286,2
[a favor] regular la explotación de mantos acuíferos,demanda,4,2.14705302701161E-05,0.8571428571,257.2011904762,2
"[a favor] regular la licencia social a través de los procedimientos y consulta o participación para los siguientes supuestos: concesiones para la explotación minera, concesiones para explotación y beneficio minero, las asignaciones para exploración minera que custodia el servicio geológico mexicano, las prórrogas a concesiones para explotación y beneficio minero (y) los permisos de operación para actividades de beneficio minero",demanda,1,2.55455436631813E-07,0,238.3008297258,2
[a favor] reinstalación de docentes que fueron cesados por no haber presentado la evaluación,demanda,2,0.0152281457,9.9800382665,302.8369047619,2
[a favor] reinstalación de la mesa de dialogo,demanda,1,0.0085634795,0,300.6047619048,2
[a favor] reinstalación de los despedidos,demanda,2,0.0107542634,6.2335741795,307.2686507937,2
[a favor] reinstalación de maestros despedidos por el gobierno estatal debido a que se negaron a hacer la prueba enlace,demanda,1,7.14393840147779E-05,0,268.7904761905,2
[a favor] reinstalación de trabajadores de la educación cesados,demanda,2,0.0084121981,24.898043071,309.0162698413,2
[a favor] reinstalación de una mesa de negociaciones con la secretaría de gobernación (sg),demanda,1,0.0075075116,0,324.0785714286,2
[a favor] reinstalación de unos mil despedidos,demanda,1,8.80975317581624E-19,0,2.5,12
"[a favor] reivindicación de su lider, napoleón gómez urrutia",demanda,1,0.0006113914,0,306.5261904762,2
[a favor] renegociar los contratos por los cuales cedieron sus predios en renta o venta para operaciones mineras,demanda,1,7.00526019872806E-06,0,271.6285714286,2
[a favor] renuncia del alcalde priísta marco antonio leyva mena,demanda,1,4.38320356142273E-06,0,219.5673160173,2
"[a favor] renuncia de la secretaria de educación en el estado, esthela gutiérrez",demanda,2,0.0031002431,441.5543180228,323.0126984127,2
[a favor] renuncia de la secretaria de finanzas sandra yolanda rodríguez,demanda,1,4.38320356142408E-06,0,219.5673160173,2
[a favor] renuncia del diputado local perredista daniel esteban gonzález,demanda,1,0.0004256201,0,315.8988095238,2
"[a favor] renuncia del gobernador de guerrero, ángel aguirre rivero y desaparición de poderes en la entidad",demanda,1,0.0003779938,0,314.3416666667,2
"[a favor] renuncia del secretario de educación, aurelio nuño mayer",demanda,4,0.010942643,5623.3484530594,338.85,2
[a favor] renuncia epn,demanda,1,0.0002958902,0,330.5952380952,2
[a favor] renuncie el presidente enrique peña nieto,demanda,2,0.0003780066,6384,315.8916666667,2
[a favor] repudiar la evaluación magisterial,demanda,1,0.0065337938,0,283.8107142857,2
[a favor] repudiar la reforma educativa,demanda,1,0.0065337938,0,283.8107142857,2
[a favor] repudio a las investigaciones del gobierno federal,demanda,4,0.0008770554,7.25,285.4388888889,2
[a favor] rescate de los cuerpos de los mineros muertos en pasta de conchos,demanda,1,4.54097684753011E-05,0,280.3345238095,2
[a favor] resolver la situación de familias desplazadas en la entidad,demanda,2,0.0010858766,0.1964285714,320.8785714286,2
[a favor] respetar los logros alcanzados con el sacrificio del pueblo,demanda,1,0.0001310984,0,295.7432539683,2
[a favor] respeto al contrato colectivo de trabajo,demanda,1,0.0013981703,0,338.3321428571,2
[a favor] respeto a los derechos de los detenidos,demanda,1,0.000337805,0,280.5666666667,2
[a favor] respeto a los derechos humanos,demanda,1,9.10993181883053E-06,0,272.7444444444,2
[a favor] respeto a sus derechos laborales,demanda,1,0.0025110907,0,301.4607142857,2
"[a favor] respeto a sus derechos laborales, que han sido violentados por las reformas estructurales",demanda,2,0.0007457958,0.1111111111,282.3174603175,2
[a favor] respeto de contratos colectivos de trabajo,demanda,1,0.0004128338,0,304.1154761905,2
"[a favor] respeto del precio acordado de 3 mil 700 pesos por tonelada del grano, pues los industriales sólo les ofrecen entre 3 mil 100 y 3 mil 200 pesos con el argumento de que no están enterados del convenio",demanda,1,6.88836060766899E-07,0,234.6884920635,2
[a favor] respeto total a los derechos de los pueblos indígenas,demanda,1,0.0003190864,0,328.069047619,2
[a favor] respeto y reconocimiento a los acuerdos de san andrés,demanda,1,0.0003381501,0,282.2932539683,2
[a favor] respuestas concretas a sus demandas,demanda,1,0.0085921707,0,300.8547619048,2
[a favor] respuestas concretas y solución a las demandas de carácter estatal,demanda,1,0.0085634795,0,300.6047619048,2
[a favor] restitución de leonardo gutiérrez como dirigente del sutuc,demanda,1,3.57302213842029E-05,0,286.4003968254,2
[a favor] restitución de sus fuentes de trabajo,demanda,1,0.0001310984,0,295.7432539683,2
[a favor] resultados en las investigaciones de feminicidios,demanda,1,5.69632632219706E-07,0,220.6119047619,2
"[a favor] reunión con el titular de la secretaría de desarrollo agrario, territorial y urbano (sedatu), jorge carlos ramírez, ante los problemas agrarios que enfrentan",demanda,1,1.91326288671737E-05,0,283.9726190476,2
[a favor] revise el contrato de compraventa de tierras firmado con la minera canadiense goldcorp,demanda,1,7.00526019872626E-06,0,271.6285714286,2
[a favor] rezonificación por vida cara. queremos un salario similar al que se recibe en acapulco,demanda,1,0.0023329966,0,310.7321428571,2
"[a favor] rosario robles deje de promover ""la familia pequeña forzosa"" por no entregar apoyos de los programas a las mujeres que tengan más de tres hijos",demanda,1,5.65813856807828E-05,0,305.7333333333,2
[a favor] salida de la presidencia de la república de enrique peña nieto y la dimisión de su gabinete,demanda,1,0.0001848712,0,328.1404761905,2
[a favor] salida del gobernador ángel aguirre rivero,demanda,4,0.0013283304,230.5647385515,329.8,2
[a favor] sanción al obispo de aguascalientes por su intromisión en la labor legislativa del estado,demanda,1,5.69259039486352E-07,0,220.080952381,2
[a favor] sancionar a los responsables de desaparición forzada de lesa humanidad,demanda,1,2.36790367198879E-06,0,230.8873015873,2
"[a favor] se aplique juicio político al gobernador ángel aguirre rivero y al presidente municipal de iguala, josé luis abarca velázquez por su responsabilidad en las muertes de tres estudiantes de la normal de ayotzinapa ocurridas el viernes pasado, y de la desaparición de al menos 55 alumnos",demanda,1,0.0002157856,0,282.4388888889,2
"[a favor] se destine el mayor porcentaje de los recursos a los pequeños productores, quienes representan el 85 por ciento de las unidades de producción, aportan 40 por ciento de los granos básicos y generan 60 por ciento del empleo en el campo",demanda,1,1.11405636136118E-05,0,280.8976190476,2
[a favor] se detengan los megaproyectos energéticos,demanda,1,3.33383704622456E-06,0,250.4452380952,2
[a favor] se exija a la comisión nacional del agua castigar la violación a la veda de la cuenca hidrológica del carmen,demanda,1,9.42253619908241E-06,0,278.5607142857,2
[a favor] seguridad en la comercialización,demanda,1,2.01493488166399E-06,0,245.0595238095,2
[a favor] seguro de desempleo tenga financiamiento tripartitio,demanda,1,0.0002597832,0,294.2496031746,2
[a favor] se les consulte en proyectos mineros y eólicos dentro de sus comunidades,demanda,1,0.0001071509,0,309.4285714286,2
[a favor] se les paguen el incentivo de carrera magisterial que perdieron con la reforma educativa,demanda,1,0.0021350227,0,301.2329365079,2
[a favor] se libere a los luchadores sociales,demanda,1,3.3338370462245E-06,0,250.4452380952,2
[a favor] se reinstale una mesa de negociación en la secretaría de gobernación (sg),demanda,1,0.0086541029,0,316.1654761905,2
[a favor] servicios a las escuelas más marginadas,demanda,1,0.0003531023,0,281.9007936508,2
[a favor] sindicato nacional de trabajadores de la educación (snte) se democratice,demanda,1,0.0011043282,0,317.6992063492,2
"[a favor] solidaridad a marco antonio suastegui, vocero del consejo de ejidos opositores a la presa la parota detenido el 17 de junio en guerrero",demanda,1,0.000036826,0,293.8178571429,2
[a favor] solidaridad con los normalistas de ayotzinapa,demanda,1,0.000127896,0,267.3095238095,2
[a favor] solidaridad del instituto político para que no se recorte el presupuesto para el campo,demanda,1,4.71048388007734E-06,0,258.6511904762,2
[a favor] solución a las demandas de los estudiantes del ipn,demanda,1,0.0003190864,0,328.069047619,2
[a favor] solución al caso mexicana de aviación,demanda,1,0.0031212293,0,347.4607142857,2
[a favor] solución al conflicto del sme,demanda,1,0.000039625,0,285.7003968254,2
[a favor] solución definitiva al conflicto del sindicato mexicano de electricistas,demanda,1,4.54097684753026E-05,0,280.3345238095,2
"[a favor] solución de huelga de trabajadores mineros de taxco, así como a las de sombrerete, zacatecas y cananea, sonora",demanda,1,0.0001631249,0,300.6702380952,2
[a favor] someter a consulta la propuesta energética del ejecutivo para reforma constitucional,demanda,1,0.0006503744,0,293.5551587302,2
"[a favor] subsidios al diésel, a los fertilizantes y a la energía eléctrica",demanda,4,2.14705302701122E-05,0.8571428571,257.2011904762,2
[a favor] suspender 10 órdenes de aprehensión contra igual número de habitantes de tres comunidades de puebla,demanda,1,0.000036826,0,293.8178571429,2
[a favor] suspender en chiapas la aplicación de la reforma educativa educativa hasta el 18 de diciembre (2016),demanda,1,0.0085634795,0,300.6047619048,2
"[a favor] suspender los embargos contra productores que no cumplieron los convenios para cubrir adeudos y se restablezca el subsidio de dos pesos al precio del diésel para uso agrícola (cancelado en el presupuesto federal 2014), lo que ha afectado gravemente el arranque del ciclo agrícola en chihuahua",demanda,11,4.94775351031471E-05,11,261.3678571429,2
[a favor] tarifas justas,demanda,1,0.000039625,0,285.7003968254,2
[a favor] tener créditos,demanda,1,0.0002686838,0,326.3035714286,2
[a favor] terminar con la concentración de los recursos en unos cuantos productores,demanda,1,5.65813856807824E-05,0,305.7333333333,2
[a favor] terminar los más de 40 hospitales y clínicas que “por corrupción” quedaron inconclusos,demanda,5,0.0009252218,1.1111111111,304.0869047619,2
[a favor] término del bloqueo económico de más de 50 años,demanda,1,9.09080908173214E-06,0,256.9753968254,2
[a favor] trabajar en el objetivo de la presentación con vida de los 43 estudiantes normalistas de ayotzinapa desaparecidos desde el 26 de septiembre en iguala,demanda,1,0.0003911569,0,289.0305555556,2
"[a favor] transformación del pacto por méxico, tiene que ser también social",demanda,1,0.0031212293,0,347.4607142857,2
[a favor] transformación pacífica del sistema político y económico del país,demanda,1,0.0001848712,0,328.1404761905,2
[a favor] ubicar el paradero de los afectados por desaparición forzada,demanda,1,2.36790367199016E-06,0,230.8873015873,2
[a favor] una sola regla de operación en lugar de un entramado complejo (campesinos),demanda,1,1.55148403715848E-05,0,278.7476190476,2
[a favor] violación de 35 cláusulas del contrato colectivo de trabajo,demanda,1,3.57302213842013E-05,0,286.4003968254,2
"[a favor] visas para pobres, para que no los maten en el camino. méxico les niega las visas a los pobres de todo el mundo; tiene una política de segregación. incluso en el salvador, a quienes solicitan visa para viajar a méxico se les pide examen de sida",demanda,1,3.30236286313037E-18,0,7.8333333333,6
[a favor] vivienda y ser parte de los programas para criar ganado vacuno,demanda,1,0.0002686838,0,326.3035714286,2
"[en contra] acciones de los diputados ""vendidos"" y ""sumisos"" (sobre reforma al instituto de crédito)",demanda,1,2.44956688171524E-18,0,4.6666666667,10
[en contra] actividad minera,demanda,1,3.82663993428102E-07,0,223.2400793651,2
[en contra] actuación ineficiente de la cndh en casos como la desaparición forzada de los 43 normalistas,demanda,1,0.0001729354,0,322.6821428571,2
[en contra] acusan al estado mexicano de implementarse una estrategia de terror en contra de los movimientos,demanda,1,0.0004284817,0,316.3988095238,2
"[en contra] adeudos al gobierno del estado en su fondo de retiro, de defunciones y otros, lo que hace una cantidad cercana a los 135 millones de pesos",demanda,1,3.60724904979489E-06,0,229.5412698413,2
"[en contra] adoptar un compromiso serio para eliminar de la reforma laboral, todos aquellos aspectos que afectarán la estabilidad, salarios y derechos adquiridos",demanda,1,0.0002888155,0,312.0833333333,2
"[en contra] (alcalde marco antonio leyva mena) no atiende varias demandas principalmente (relacionados a), seguro de vida, bonos y plazas",demanda,1,4.38320356142411E-06,0,219.5673160173,2
[en contra] alcoholismo,demanda,5,0.0009252218,1.1111111111,304.0869047619,2
"[en contra] alto número de presos políticos, las desapariciones y los homicidios ocurridos en la administración anterior, que siguen impunes",demanda,1,0.0003540449,0,292.3003968254,2
[en contra] aplicar tasa cero a interconexión y 7 a larga distancia,demanda,1,0.0006113914,0,306.5261904762,2
[en contra] apoyo a los maestros de oaxaca en su lucha por la reforma educativa,demanda,1,7.02354551115415E-06,0,218.0099206349,2
"[en contra] apoyo de la administración estatal a la instalación del gasoducto morelos en las faldas del volcán popocatépetl, el intento de expropiación de terrenos para construir un parque temático en san andrés y san pedro cholula, así como la remodelación del parque ecológico de la capital, que pone en riesgo un aviario con ejemplares de 200 especies",demanda,1,7.14393840147773E-05,0,268.7904761905,2
[en contra] apoyo de los tres niveles de gobierno a los megaproyectos extranjeros que violan los derechos de los mexicanos y los empobrecen cada día más,demanda,1,0.0001089154,0,272.2218253968,2
[en contra] apoyo que sus dirigentes dieron el martes para la aprobación de las leyes secundarias (reforma educativa),demanda,1,0.0002646741,0,284.476984127,2
[en contra] aprobación de la ley del servicio profesional docente,demanda,1,0.0018006162,0,312.2468253968,2
[en contra] aprobación reforma educativa,demanda,1,6.26794495103132E-06,0,208.1801226551,2
[en contra] armonización de las leyes estatales con las modificaciones federales por la reforma educativa,demanda,1,0.0065337938,0,283.8107142857,2
[en contra] asamblea ejidal que decidió el cambio de destino de 2 mil hectáreas en atenco,demanda,1,0.000036374,0,284.8444444444,2
"[en contra] asesinato de nuestro compañero josé luis solís lópez (galeano) por los paramilitares de la cioac-histórica, pvem y pan",demanda,1,2.15670650692482E-18,0,2.5,13
[en contra] atracos a migrantes,demanda,1,3.01573702410221E-18,0,8.3333333333,6
[en contra] aumento a los impuestos y el alza al precio de las gasolinas; ahora las compañías extranjeras saquearán nuestras riquezas como se hizo antes de 1938,demanda,1,0.0002741889,0,311.9547619048,2
[en contra] aumento al precio de las medicinas,demanda,1,0.000947137,0,301.8071428571,2
[en contra] aumento de tarifas del transporte urbano,demanda,1,1.32956240470849E-18,0,2.8333333333,5
[en contra] autorización para que extranjeros puedan adquirir extensiones de terrenos nacionales,demanda,1,0.000947137,0,301.8071428571,2
[en contra] avalar la reforma energética por el congreso local,demanda,1,5.29315266707393E-07,0,227.6536796537,2
[en contra] avalo de la reforma energética por parte del congreso de san luis potosí,demanda,1,2.31350348662949E-18,0,2.8333333333,5
[en contra] brutal desalojo ocurrido en nochixtlán,demanda,5,0.0433970485,2.5,303.2714285714,2
[en contra] cambios a la ley federal del trabajo,demanda,1,0.0001310984,0,295.7432539683,2
"[en contra] cancelar su contratación automática como profesores, una vez terminados sus estudios, y se oponen a la evaluación de los estudiantes de educación básica con pruebas estandarizadas, que están alejadas de las condiciones sociales y económicas de oaxaca",demanda,1,0.0003450047,0,280.5833333333,2
[en contra] cerco informativo de los medios oficiales contra las movilizaciones,demanda,1,7.14393840147775E-05,0,268.7904761905,2
[en contra] cese a la represión administrativa y laboral,demanda,1,0.0067102404,0,333.2813492063,2
[en contra] cierre de refugios en el edomex,demanda,1,3.60454670740961E-18,0,8.3333333333,6
"[en contra] cinco proyectos impulsados por el gobierno estatal sin aval de los ciudadanos, entre los que destaca la privatización del servicio de agua potable y el cierre de las oficinas de registro civil en las juntas auxiliares",demanda,1,7.14393840147771E-05,0,268.7904761905,2
[en contra] cláusulas de confidencialidad que hoy ocultan la información que deben entregar las empresas mineras al estado,demanda,1,2.55455436631518E-07,0,238.3008297258,2
[en contra] comicios,demanda,2,0.0002717604,1363.0594568478,316.019047619,2
"[en contra] construcción del paque eólico san dionisio del mar, por considerar que afectará el medio ambiente, su cultura y la pesca",demanda,1,0.0003347627,0,281.5432539683,2
[en contra] construcción de parques eólicos sin consulta a los dueños de las tierras,demanda,1,0.0003359209,0,282.0932539683,2
[en contra] construcción de una carretera y un hospital,demanda,1,6.98186801295326E-06,0,271.3785714286,2
[en contra] contaminación que provocan proyectos de extracción de grupo méxico,demanda,1,2.27895207055635E-05,0,265.9932539683,2
"[en contra] contra de la autopista san cristóbal-palenque, entre otros proyectos viales",demanda,5,0.0009252218,1.1111111111,304.0869047619,2
[en contra] contrareforma educativa y laboral que se pretende implantar desde los pinos,demanda,1,0.0001089154,0,272.2218253968,2
[en contra] contubernio entre los partidos revolucionario institucional y acción nacional para cerrar el paso a los aspirantes ciudadanos,demanda,1,3.37733721888608E-18,0,2.5,9
"[en contra] corrupción de funcionarios que piden hasta 40% de ""mochadas"" de los recursos entregados al campo por medio de la sagarpa",demanda,1,4.71048388007727E-06,0,258.6511904762,2
[en contra] creación de la secretaría de cultura federal,demanda,1,3.13587963643982E-06,0,210.6518759019,2
[en contra] criminalización de la protesta social,demanda,2,0.0013631369,77.0383616845,314.798015873,2
[en contra] cruzada contra el hambre que se usan con fines electorales,demanda,1,0.000199157,0,294.6107142857,2
[en contra] cuarto informe de gobierno del presidente enrique peña nieto,demanda,1,0.002368223,0,307.8408730159,2
[en contra] daños que provocará la enmienda constitucional por la reforma educativa,demanda,1,9.51537732319447E-06,0,217.4002164502,2
[en contra] decenas de violaciones al contrato colectivo de trabajo,demanda,1,2.72137504812387E-18,0,3,19
[en contra] de la construcción del nuevo aeropuerto internacional de la ciudad de méxico (naicm) en atenco y texcoco,demanda,1,3.23859728720586E-06,0,250.7571428571,2
[en contra] de la construcción de un relleno sanitario en el municipio de zapotlán de juárez,demanda,1,6.59521424177938E-06,0,270.1373015873,2
"[en contra] de las reformas a los artículos 25, 27 y 28 de la constitución, y también de las leyes secundarias, ya que representan la entrega de los bienes y riquezas de la nación en favor de las trasnacionales y el capital privado, en vez de estar destinadas al beneficio de todos los mexicanos",demanda,1,0.0004829884,0,311.7706349206,2
"[en contra] del crecimiento de la violencia, ya que gran parte de la tierra quedó bajo control del crimen organizado",demanda,1,2.0149348816626E-06,0,245.0595238095,2
[en contra] del envío a la comisión permanente del congreso de las tres iniciativas de normas reglamentarias a las modificaciones de los artículos tercero y 73 constitucionales,demanda,1,0.0008929849,0,297.8825396825,2
[en contra] del modelo económico neoliberal y contra la ratificación del acuerdo transpacífico,demanda,1,0.0002404768,0,317.0984126984,2
[en contra] de los dirigentes de ambas secciones,demanda,1,0.000043477,0,239.5993867244,2
"[en contra] derogación de la legislación penal local, que sanciona la creación de escuelas populares sin registro de las autoridades educativas locales",demanda,1,0.0010141227,0,293.4972222222,2
"[en contra] derogación de la reforma educativa y sus leyes secundarias, aprobadas por el congreso de la unión y promulgadas recientemente por el presidente enrique peña nieto",demanda,1,0.0065119759,0,283.5607142857,2
[en contra] desalojo de maestros en el zócalo capitalino,demanda,1,0.0009309814,0,299.1583333333,2
[en contra] desalojo por policías federales en el boulevard de las naciones,demanda,1,0.0004257762,0,315.075,2
[en contra] desaparición de 43 alumnos de la normal de ayotzinapa,demanda,2,0.0003368732,50.8139012484,308.5265873016,2
[en contra] desaparición del instituto estatal de educación pública de oaxaca (reforma educativa),demanda,1,0.0003320544,0,280.4007936508,2
"[en contra] despido de profesores de educación básica y media superior que no presentaron o no acreditaron la evaluación, y en contra de la reforma educativa",demanda,1,1.88911940054099E-05,0,267.1325396825,2
[en contra] despido injustifcado de maestros,demanda,1,0.0001051357,0,254.6067460317,2
[en contra] despidos de miles de docentes de la cnte,demanda,1,0.0085634795,0,300.6047619048,2
"[en contra] desplome de precios de caña de azúcar por importación de azúcar, promovida por el gobierno federal",demanda,5,1.28291974175584E-07,2.5,204.4494227994,2
"[en contra] despojo de tierras que aprobó el senado, con la reforma energética, para que empresas extranjeras puedan explotar el petróleo y la electricidad",demanda,2,7.54779576447399E-06,0.125,256.625,2
"[en contra] despojo y violación a los derechos de los pueblos por la imposición de parques eólicos sin información suficiente, y sin cumplir con la obligación de efectuar una consulta previa, libre e informada a los indígenas dueños de la tierra",demanda,1,4.87771532233697E-06,0,221.1412698413,2
[en contra] destrucción de la naturaleza,demanda,1,0.0002404768,0,317.0984126984,2
[en contra] discrecionalidad con que aplican los apoyos asentados en el programa especial concurrente para el campo,demanda,1,1.55148403715859E-05,0,278.7476190476,2
[en contra] el arribo de peña nieto a la presidencial de la república,demanda,1,0.0003405213,0,299.7932539683,2
[en contra] el desalojo del campamento y la cafeteria que conformaron en frente a los mostradores de la aerolínea en la terminal 1 del aeropuerto internacional de la ciudad de méxico (aicm),demanda,1,2.08554766503266E-06,0,252.5357142857,2
