Id,C1x2FechaEvento,C4x1Posicion,C4x2DemText,DemandaFormateada,C4x3ClasificacionLAOMS,C4x3x1SubclasificacionLAOMS,Clasificación en tesis,Ayotzinapa,Reforma educativa
C-060,15/03/2013,A favor,"castigue a toda su cúpula, caiga quien caiga, porque en 24 años de cacicazgo sindical recibió más de 40 mil millones de pesos de recursos devengados por los maestros","[a favor] castigue a toda su cúpula, caiga quien caiga, porque en 24 años de cacicazgo sindical recibió más de 40 mil millones de pesos de recursos devengados por los maestros",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 4. Corrupción de funcionarios públicos,Corrupción,0,0
C-060,15/03/2013,A favor,entrega de plazas a los egresados de las escuelas normales,[a favor] entrega de plazas a los egresados de las escuelas normales,5. Laborales,3. Demandas de empleo y de nuevas fuentes de empleo,Fuentes de empleo,0,0
C-060,15/03/2013,A favor,desistimiento de más de 17 órdenes de aprehensión contra dirigentes del movimiento,[a favor] desistimiento de más de 17 órdenes de aprehensión contra dirigentes del movimiento,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-060,15/03/2013,A favor,abrogación de los artículos 3 y 73 constitucionales (reforma educativa),[a favor] abrogación de los artículos 3 y 73 constitucionales (reforma educativa),7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-060,15/03/2013,A favor,"cese inmediato de cualquier acto de represión, en particular contra los maestros de Guerrero","[a favor] cese inmediato de cualquier acto de represión, en particular contra los maestros de guerrero",1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-060,15/03/2013,A favor,pago de los salarios retenidos en esta quincena a más de 6 mil maestros que se encuentran en paro desde hace 19 días,[a favor] pago de los salarios retenidos en esta quincena a más de 6 mil maestros que se encuentran en paro desde hace 19 días,5. Laborales,9. Salarios,Salarios,0,0
C-060,15/03/2013,A favor,Sindicato Nacional de Trabajadores de la Educación (SNTE) se democratice,[a favor] sindicato nacional de trabajadores de la educación (snte) se democratice,5. Laborales,8. Protestas por conflictos intra e intersindicales,Sindicales,0,0
C-061,18/03/2013,A favor,"el caso de Atenco, sobre todo por las mujeres violadas, no cabe el “usted perdone”, sino la cárcel y el castigo a los culpables.","[a favor] el caso de atenco, sobre todo por las mujeres violadas, no cabe el “usted perdone”, sino la cárcel y el castigo a los culpables",6. Protección de derechos de grupos vulnerables,6. Mujeres,Mujeres,0,0
C-061,18/03/2013,En contra,reforma energética con la que este gobierno va a entregar lo que queda de soberanía nacional,[en contra] reforma energética con la que este gobierno va a entregar lo que queda de soberanía nacional,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-061,18/03/2013,A favor,conformar un frente contra las reformas estructurales y el modelo económico que está empobreciendo más a los mexicanos,[a favor] conformar un frente contra las reformas estructurales y el modelo económico que está empobreciendo más a los mexicanos,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-062,23/03/2013,A favor,asignación automática de plazas para estudiantes normalistas,[a favor] entrega de plazas a los egresados de las escuelas normales,5. Laborales,3. Demandas de empleo y de nuevas fuentes de empleo,Fuentes de empleo,0,0
C-062,23/03/2013,En contra,reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-062,23/03/2013,A favor,"reconocimiento como su dirigente a Carlos Sánchez, a quien eligieron hace casi dos meses.","[a favor] reconocimiento como su dirigente a carlos sánchez, a quien eligieron hace casi dos meses",5. Laborales,8. Protestas por conflictos intra e intersindicales,Sindicales,0,0
C-063,04/04/2013,A favor,Congreso local que se retracte de lo que aprobó y avale el proyecto que elaboró la Ceteg con el gobernador Ángel Aguirre,[a favor] congreso local que se retracte de lo que aprobó y avale el proyecto que elaboró la ceteg con el gobernador ángel aguirre,7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-063,04/04/2013,A favor,Ejecutivo vuelva a enviar al Congreso local la iniciativa de decreto para la reforma educativa (Ley Estatal de Educación),[a favor] ejecutivo vuelva a enviar al congreso local la iniciativa de decreto para la reforma educativa (ley estatal de educación),10. Transparencia y negociación,4. Rendición de cuentas exigitiva de derechos,Rendición de cuentas (derechos),0,1
C-064,05/04/2013,A favor,mandara nuevamente al Congreso del estado la iniciativa para reformar la Ley Estatal de Educación de la entidad (reforma educativa),[a favor] mandara nuevamente al congreso del estado la iniciativa para reformar la ley estatal de educación de la entidad (reforma educativa),7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,1
C-065,10/04/2013,En contra,"reforma educativa aprobada por el Congreso federal, ante la iniciativa enviada por el gobierno de Enrique Peña Nieto","[en contra] reforma educativa aprobada por el congreso federal, ante la iniciativa enviada por el gobierno de enrique peña nieto",7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-066,10/04/2013,A favor,apoyos para proyectos productivos y sociales.,[a favor] apoyos para proyectos productivos y sociales,2. Bienes y servicios (especie) / efectivo y presupuesto (dinero),6. Rurales,Recursos (rurales),0,0
C-067,10/04/2013,En contra,reforma educativa,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-068,01/05/2013,En contra,parodia de camarógrafo de Televisa durante toma de Rectoría.,[en contra] parodia de camarógrafo de televisa durante toma de rectoría,6. Protección de derechos de grupos vulnerables,3. Derecho a la información verídica,Infomación verídica,0,0
C-068,01/05/2013,En contra,Televisa imponga reformas estructurales.,[en contra] televisa imponga reformas estructurales,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-069,01/05/2013,A favor,freno de las agresiones del gobierno contra los obreros.,[a favor] freno de las agresiones del gobierno contra los obreros,1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-069,01/05/2013,A favor,solución al caso Mexicana de Aviación.,[a favor] solución al caso mexicana de aviación,5. Laborales,3. Demandas de empleo y de nuevas fuentes de empleo,Fuentes de empleo,0,0
C-069,01/05/2013,A favor,derogación de la reforma educativa.,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-069,01/05/2013,A favor,derogación de reforma laboral.,[a favor] derogación de reforma laboral,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-069,01/05/2013,A favor,"Transformación del Pacto por México, tiene que ser también social","[a favor] transformación del pacto por méxico, tiene que ser también social",7. Reformas a leyes y políticas gubernamentales,3. No constitucionales,Reformas (no const.),0,0
C-069,01/05/2013,A favor,cambio del rumbo económico del país.,[a favor] cambio del rumbo económico del país,10. Transparencia y negociación,4. Rendición de cuentas exigitiva de derechos,Rendición de cuentas (derechos),0,0
C-070,01/05/2013,A favor,conmemorar el día del trabajo,[a favor] conmemorar el día del trabajo,5. Laborales,2. Condiciones de trabajo,Condiciones de trabajo,0,0
C-070,01/05/2013,En contra,Reforma educativa.,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-071,01/05/2013,En contra,Cruzada contra el Hambre que se usan con fines electorales.,[en contra] cruzada contra el hambre que se usan con fines electorales,4. Justicia,1. Acciones u omisiones de funcionarios públicos - 4. Corrupción de funcionarios públicos,Corrupción,0,0
C-071,01/05/2013,En contra,intención del PRI y de EPN de gravar alimentos y medicinas con el IVA.,[en contra] propuesta para aplicar el impuesto al valor agregado a los alimentos,3. Demandas a la administración pública,3. Impuestos e infracciones,Impuestos,0,0
C-071,01/05/2013,En contra,imposición de la reforma laboral,[en contra] imposición de la reforma laboral,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,0
C-072,01/05/2013,A favor,respeto de contratos colectivos de trabajo.,[a favor] respeto de contratos colectivos de trabajo,5. Laborales,10. Violaciones a contratos colectivos de trabajo,Contratos colectivos,0,0
C-072,01/05/2013,En contra,"reforma educativa, laboral y energética.","[en contra] reforma educativa, laboral y energética",7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-073,01/05/2013,En contra,Reforma educativa.,[en contra] reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-074,02/05/2013,En contra,visita del presidente Barack Obama  por ser el representante de la oligarquía mundial y el principal promotor del neoliberalismo y sus reformas estructurales,[en contra] visita del presidente barack obama por ser el representante de la oligarquía mundial y el principal promotor del neoliberalismo y sus reformas estructurales,"8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-074,02/05/2013,A favor,liberación de cuatro de sus compañeros ,[a favor] liberación de cuatro de sus compañeros,4. Justicia,1. Acciones u omisiones de funcionarios públicos – 9. Liberación de personas detenidas ilegalmente por su actividad política,Presos políticos,0,0
C-074,02/05/2013,A favor,abrogación de la reforma educativa.,[a favor] abrogación de la reforma educativa,7. Reformas a leyes y políticas gubernamentales,2. Constitucionales,Reformas (constitucionales),0,1
C-074,02/05/2013,A favor,proyecto alternativo de educación.,[a favor] proyecto alternativo de educación,10. Transparencia y negociación,4. Rendición de cuentas exigitiva de derechos,Rendición de cuentas (derechos),0,0
C-074,02/05/2013,A favor,"cese de la represión administrativa, física, sicológica y penal en contra de cualquier militante de la CNTE, particularmente de los compañeros de Guerrero","[a favor] cese de la represión administrativa, física, sicológica y penal en contra de cualquier militante de la cnte, particularmente de los compañeros de guerrero",1. Abusos de autoridades en protestas,3. Represión,Represión de protestas,0,0
C-075,02/05/2013,En contra,"Remodelación del jardín Guerrero, realizada por el ayuntamiento, ya que la obra es innecesaria: la ""modernización"" de esa plaza, en el centro histórico de la capital, romperá la imagen urbana de la zona, que incluye monumentos y edificios considerados por la Unesco patrimonio cultural de la humanidad.","[en contra] remodelación del jardín guerrero, realizada por el ayuntamiento, ya que la obra es innecesaria: la ""modernización"" de esa plaza, en el centro histórico de la capital, romperá la imagen urbana de la zona, que incluye monumentos y edificios considerados por la unesco patrimonio cultural de la humanidad","8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
